gene_name	Evidence	Type	GO_term_ID	GO_term
Nr1h5	IBA	TF	0140110	transcription regulator activity
Nr1i2	ISO	TF	0140110	transcription regulator activity
Nr1i2	IEA	TF	0140110	transcription regulator activity
Nr1i2	IBA	TF	0140110	transcription regulator activity
Nr1i3	ISO	TF	0140110	transcription regulator activity
Nr1i3	IEA	TF	0140110	transcription regulator activity
Nr1i3	IBA	TF	0140110	transcription regulator activity
Nr2c1	IEA	TF	0140110	transcription regulator activity
Nr2c1	IDA	TF	0140110	transcription regulator activity
Nr2c1	IBA	TF	0140110	transcription regulator activity
Nr2c2	ISO	TF	0140110	transcription regulator activity
Nr2c2	IBA	TF	0140110	transcription regulator activity
Nr2e1	IDA	TF	0140110	transcription regulator activity
Nr2e1	IEA	TF	0140110	transcription regulator activity
Nr2e1	IMP	TF	0140110	transcription regulator activity
Nr2e1	IBA	TF	0140110	transcription regulator activity
Nr2e3	ISO	TF	0140110	transcription regulator activity
Nr2e3	IDA	TF	0140110	transcription regulator activity
Nr2e3	IBA	TF	0140110	transcription regulator activity
Nr2f1	ISO	TF	0140110	transcription regulator activity
Nr2f1	IBA	TF	0140110	transcription regulator activity
Nr2f2	ISO	TF	0140110	transcription regulator activity
Nr2f2	IBA	TF	0140110	transcription regulator activity
Nr2f6	ISO	TF	0140110	transcription regulator activity
Nr2f6	IDA	TF	0140110	transcription regulator activity
Nr2f6	IBA	TF	0140110	transcription regulator activity
Nr3c1	ISO	TF	0140110	transcription regulator activity
Nr3c1	IBA	TF	0140110	transcription regulator activity
Nr3c2	ISO	TF	0140110	transcription regulator activity
Nr3c2	IBA	TF	0140110	transcription regulator activity
Nr4a1	IDA	TF	0140110	transcription regulator activity
Nr4a1	ISO	TF	0140110	transcription regulator activity
Nr4a1	IEA	TF	0140110	transcription regulator activity
Nr4a1	IBA	TF	0140110	transcription regulator activity
Nr4a2	IDA	TF	0140110	transcription regulator activity
Nr4a2	IMP	TF	0140110	transcription regulator activity
Nr4a2	ISO	TF	0140110	transcription regulator activity
Nr4a2	IEA	TF	0140110	transcription regulator activity
Nr4a2	IBA	TF	0140110	transcription regulator activity
Nr4a2	TAS	TF	0140110	transcription regulator activity
Nr4a3	IDA	TF	0140110	transcription regulator activity
Nr4a3	ISO	TF	0140110	transcription regulator activity
Nr4a3	IEA	TF	0140110	transcription regulator activity
Nr4a3	IBA	TF	0140110	transcription regulator activity
Nr5a1	ISO	TF	0140110	transcription regulator activity
Nr5a2	IDA	TF	0140110	transcription regulator activity
Nr5a2	ISO	TF	0140110	transcription regulator activity
Nr6a1	IDA	TF	0140110	transcription regulator activity
Nr6a1	IMP	TF	0140110	transcription regulator activity
Nr6a1	IEA	TF	0140110	transcription regulator activity
Nr6a1	IBA	TF	0140110	transcription regulator activity
Nrbf2	ISO	TF	0140110	transcription regulator activity
Nrf1	ISO	TF	0140110	transcription regulator activity
Nrf1	TAS	TF	0140110	transcription regulator activity
Nrf1	IBA	TF	0140110	transcription regulator activity
Nrg1	ISO	TF	0140110	transcription regulator activity
Nrip1	IBA	TF	0140110	transcription regulator activity
Nrip1	IDA	TF	0140110	transcription regulator activity
Nrip1	ISO	TF	0140110	transcription regulator activity
Nrip1	IEA	TF	0140110	transcription regulator activity
Nrl	ISO	TF	0140110	transcription regulator activity
Nrl	IDA	TF	0140110	transcription regulator activity
Nrl	IMP	TF	0140110	transcription regulator activity
Nrl	IBA	TF	0140110	transcription regulator activity
Nsd1	IDA	TF	0140110	transcription regulator activity
Nsd1	ISO	TF	0140110	transcription regulator activity
Nucks1	ISO	TF	0140110	transcription regulator activity
Nup98	ISO	TF	0140110	transcription regulator activity
Nupr1	ISO	TF	0140110	transcription regulator activity
Obox1	IBA	TF	0140110	transcription regulator activity
Obox2	IBA	TF	0140110	transcription regulator activity
Obox3	IBA	TF	0140110	transcription regulator activity
Obox5	IBA	TF	0140110	transcription regulator activity
Obox6	IBA	TF	0140110	transcription regulator activity
Obox7	IBA	TF	0140110	transcription regulator activity
Obox8	IBA	TF	0140110	transcription regulator activity
Olig1	ISS	TF	0140110	transcription regulator activity
Olig1	IBA	TF	0140110	transcription regulator activity
Olig2	IDA	TF	0140110	transcription regulator activity
Olig2	ISS	TF	0140110	transcription regulator activity
Olig2	IBA	TF	0140110	transcription regulator activity
Olig3	IBA	TF	0140110	transcription regulator activity
Onecut1	ISO	TF	0140110	transcription regulator activity
Onecut1	IDA	TF	0140110	transcription regulator activity
Onecut1	IBA	TF	0140110	transcription regulator activity
Onecut2	ISO	TF	0140110	transcription regulator activity
Onecut2	IDA	TF	0140110	transcription regulator activity
Onecut2	IBA	TF	0140110	transcription regulator activity
Onecut3	IDA	TF	0140110	transcription regulator activity
Onecut3	IBA	TF	0140110	transcription regulator activity
Osr1	IBA	TF	0140110	transcription regulator activity
Osr2	IDA	TF	0140110	transcription regulator activity
Osr2	IBA	TF	0140110	transcription regulator activity
Otp	IEA	TF	0140110	transcription regulator activity
Otp	ISO	TF	0140110	transcription regulator activity
Otx1	ISO	TF	0140110	transcription regulator activity
Otx1	IEA	TF	0140110	transcription regulator activity
Otx1	IBA	TF	0140110	transcription regulator activity
Otx2	ISO	TF	0140110	transcription regulator activity
Otx2	TAS	TF	0140110	transcription regulator activity
Otx2	IBA	TF	0140110	transcription regulator activity
Ovol1	TAS	TF	0140110	transcription regulator activity
Ovol1	IBA	TF	0140110	transcription regulator activity
Ovol1	IDA	TF	0140110	transcription regulator activity
Ovol1	IMP	TF	0140110	transcription regulator activity
Ovol2	IDA	TF	0140110	transcription regulator activity
Ovol2	ISS	TF	0140110	transcription regulator activity
Ovol2	IBA	TF	0140110	transcription regulator activity
Ovol3	IBA	TF	0140110	transcription regulator activity
Pa2g4	ISO	TF	0140110	transcription regulator activity
Park7	ISO	TF	0140110	transcription regulator activity
Parp9	IBA	TF	0140110	transcription regulator activity
Parp9	ISO	TF	0140110	transcription regulator activity
Parp10	IBA	TF	0140110	transcription regulator activity
Parp14	IBA	TF	0140110	transcription regulator activity
Patz1	IDA	TF	0140110	transcription regulator activity
Patz1	IBA	TF	0140110	transcription regulator activity
Pax1	IDA	TF	0140110	transcription regulator activity
Pax1	IMP	TF	0140110	transcription regulator activity
Pax1	TAS	TF	0140110	transcription regulator activity
Pax1	IBA	TF	0140110	transcription regulator activity
Pax2	ISO	TF	0140110	transcription regulator activity
Pax2	TAS	TF	0140110	transcription regulator activity
Pax2	IBA	TF	0140110	transcription regulator activity
Pax2	IDA	TF	0140110	transcription regulator activity
Pax3	TAS	TF	0140110	transcription regulator activity
Pax3	IBA	TF	0140110	transcription regulator activity
Pax3	IDA	TF	0140110	transcription regulator activity
Pax3	IGI	TF	0140110	transcription regulator activity
Pax4	TAS	TF	0140110	transcription regulator activity
Pax4	IBA	TF	0140110	transcription regulator activity
Pax4	IDA	TF	0140110	transcription regulator activity
Pax5	IDA	TF	0140110	transcription regulator activity
Pax5	IBA	TF	0140110	transcription regulator activity
Pax6	IDA	TF	0140110	transcription regulator activity
Pax6	TAS	TF	0140110	transcription regulator activity
Pax6	IBA	TF	0140110	transcription regulator activity
Pax6	ISO	TF	0140110	transcription regulator activity
Pax7	TAS	TF	0140110	transcription regulator activity
Pax7	IBA	TF	0140110	transcription regulator activity
Pax7	IDA	TF	0140110	transcription regulator activity
Pax8	ISO	TF	0140110	transcription regulator activity
Pax8	TAS	TF	0140110	transcription regulator activity
Pax8	IBA	TF	0140110	transcription regulator activity
Pax9	IDA	TF	0140110	transcription regulator activity
Pax9	TAS	TF	0140110	transcription regulator activity
Pax9	IBA	TF	0140110	transcription regulator activity
Pbx1	IDA	TF	0140110	transcription regulator activity
Pbx1	IEA	TF	0140110	transcription regulator activity
Pbx1	IBA	TF	0140110	transcription regulator activity
Pbx2	ISO	TF	0140110	transcription regulator activity
Pbx2	IEA	TF	0140110	transcription regulator activity
Pbx2	IBA	TF	0140110	transcription regulator activity
Pbx3	IDA	TF	0140110	transcription regulator activity
Pbx3	IEA	TF	0140110	transcription regulator activity
Pbx3	IBA	TF	0140110	transcription regulator activity
Pbx4	IEA	TF	0140110	transcription regulator activity
Pbx4	IBA	TF	0140110	transcription regulator activity
Pbxip1	IDA	TF	0140110	transcription regulator activity
Pbxip1	IMP	TF	0140110	transcription regulator activity
Pbxip1	ISO	TF	0140110	transcription regulator activity
Pcbd1	ISO	TF	0140110	transcription regulator activity
Pcbp1	IDA	TF	0140110	transcription regulator activity
Pcbp3	IDA	TF	0140110	transcription regulator activity
Pdlim1	IDA	TF	0140110	transcription regulator activity
Pdx1	IDA	TF	0140110	transcription regulator activity
Pdx1	ISO	TF	0140110	transcription regulator activity
Pdx1	IBA	TF	0140110	transcription regulator activity
Peg3	IBA	TF	0140110	transcription regulator activity
Per2	IDA	TF	0140110	transcription regulator activity
Pex14	ISO	TF	0140110	transcription regulator activity
Pgr	IDA	TF	0140110	transcription regulator activity
Pgr	IMP	TF	0140110	transcription regulator activity
Pgr	ISO	TF	0140110	transcription regulator activity
Pgr	IEA	TF	0140110	transcription regulator activity
Pgr	IBA	TF	0140110	transcription regulator activity
Phb	IDA	TF	0140110	transcription regulator activity
Phb	ISO	TF	0140110	transcription regulator activity
Phf2	ISO	TF	0140110	transcription regulator activity
Phf2	IBA	TF	0140110	transcription regulator activity
Phf8	IBA	TF	0140110	transcription regulator activity
Phf10	IBA	TF	0140110	transcription regulator activity
Phf12	IBA	TF	0140110	transcription regulator activity
Phf12	ISO	TF	0140110	transcription regulator activity
Phox2a	IDA	TF	0140110	transcription regulator activity
Phox2a	ISO	TF	0140110	transcription regulator activity
Phox2a	IBA	TF	0140110	transcription regulator activity
Phox2b	IDA	TF	0140110	transcription regulator activity
Phox2b	ISO	TF	0140110	transcription regulator activity
Phox2b	IBA	TF	0140110	transcription regulator activity
Pias1	IBA	TF	0140110	transcription regulator activity
Pias1	ISO	TF	0140110	transcription regulator activity
Pias2	IBA	TF	0140110	transcription regulator activity
Pias3	IBA	TF	0140110	transcription regulator activity
Pias4	IBA	TF	0140110	transcription regulator activity
Pias4	IDA	TF	0140110	transcription regulator activity
Pias4	ISA	TF	0140110	transcription regulator activity
Pir	ISO	TF	0140110	transcription regulator activity
Pitx1	IDA	TF	0140110	transcription regulator activity
Pitx1	ISO	TF	0140110	transcription regulator activity
Pitx1	IBA	TF	0140110	transcription regulator activity
Pitx2	ISO	TF	0140110	transcription regulator activity
Pitx2	IDA	TF	0140110	transcription regulator activity
Pitx2	IBA	TF	0140110	transcription regulator activity
Pitx3	IDA	TF	0140110	transcription regulator activity
Pitx3	IMP	TF	0140110	transcription regulator activity
Pitx3	ISO	TF	0140110	transcription regulator activity
Pitx3	IBA	TF	0140110	transcription regulator activity
Pkm	ISO	TF	0140110	transcription regulator activity
Pkn1	ISO	TF	0140110	transcription regulator activity
Pknox1	IBA	TF	0140110	transcription regulator activity
Pknox1	IDA	TF	0140110	transcription regulator activity
Pknox2	IBA	TF	0140110	transcription regulator activity
Plag1	ISO	TF	0140110	transcription regulator activity
Plag1	IBA	TF	0140110	transcription regulator activity
Plagl1	ISO	TF	0140110	transcription regulator activity
Plagl1	IBA	TF	0140110	transcription regulator activity
Plagl2	ISO	TF	0140110	transcription regulator activity
Plagl2	IBA	TF	0140110	transcription regulator activity
Platr25	IBA	TF	0140110	transcription regulator activity
Plscr1	ISO	TF	0140110	transcription regulator activity
Plscr2	ISO	TF	0140110	transcription regulator activity
Pmf1	ISO	TF	0140110	transcription regulator activity
Pmf1	TAS	TF	0140110	transcription regulator activity
Pml	ISO	TF	0140110	transcription regulator activity
Pml	TAS	TF	0140110	transcription regulator activity
Pou1f1	IDA	TF	0140110	transcription regulator activity
Pou1f1	ISO	TF	0140110	transcription regulator activity
Pou1f1	IBA	TF	0140110	transcription regulator activity
Pou2af1	IBA	TF	0140110	transcription regulator activity
Pou2af1	IDA	TF	0140110	transcription regulator activity
Pou2af1	ISO	TF	0140110	transcription regulator activity
Pou2af2	ISO	TF	0140110	transcription regulator activity
Pou2af3	ISO	TF	0140110	transcription regulator activity
Pou2f1	IEA	TF	0140110	transcription regulator activity
Pou2f1	IBA	TF	0140110	transcription regulator activity
Pou2f1	ISO	TF	0140110	transcription regulator activity
Pou2f2	IDA	TF	0140110	transcription regulator activity
Pou2f2	ISO	TF	0140110	transcription regulator activity
Pou2f2	IBA	TF	0140110	transcription regulator activity
Pou2f3	ISO	TF	0140110	transcription regulator activity
Pou2f3	IEA	TF	0140110	transcription regulator activity
Pou2f3	IBA	TF	0140110	transcription regulator activity
Pou3f1	ISO	TF	0140110	transcription regulator activity
Pou3f1	IBA	TF	0140110	transcription regulator activity
Pou3f2	IDA	TF	0140110	transcription regulator activity
Pou3f2	ISO	TF	0140110	transcription regulator activity
Pou3f2	IBA	TF	0140110	transcription regulator activity
Pou3f3	ISO	TF	0140110	transcription regulator activity
Pou3f3	IBA	TF	0140110	transcription regulator activity
Pou3f4	ISO	TF	0140110	transcription regulator activity
Pou3f4	IBA	TF	0140110	transcription regulator activity
Pou4f1	IDA	TF	0140110	transcription regulator activity
Pou4f1	IGI	TF	0140110	transcription regulator activity
Pou4f1	IMP	TF	0140110	transcription regulator activity
Pou4f1	IBA	TF	0140110	transcription regulator activity
Pou4f1	ISO	TF	0140110	transcription regulator activity
Pou4f2	IDA	TF	0140110	transcription regulator activity
Pou4f2	IMP	TF	0140110	transcription regulator activity
Pou4f2	ISO	TF	0140110	transcription regulator activity
Pou4f2	ISS	TF	0140110	transcription regulator activity
Pou4f2	TAS	TF	0140110	transcription regulator activity
Pou4f2	IBA	TF	0140110	transcription regulator activity
Pou4f3	ISO	TF	0140110	transcription regulator activity
Pou4f3	IDA	TF	0140110	transcription regulator activity
Pou4f3	IBA	TF	0140110	transcription regulator activity
Pou5f1	IDA	TF	0140110	transcription regulator activity
Pou5f1	ISO	TF	0140110	transcription regulator activity
Pou5f1	IMP	TF	0140110	transcription regulator activity
Pou5f1	IBA	TF	0140110	transcription regulator activity
Pou5f2	IEA	TF	0140110	transcription regulator activity
Pou5f2	IBA	TF	0140110	transcription regulator activity
Pou6f1	IEA	TF	0140110	transcription regulator activity
Pou6f1	IBA	TF	0140110	transcription regulator activity
Pou6f1	ISO	TF	0140110	transcription regulator activity
Pou6f2	IEA	TF	0140110	transcription regulator activity
Pou6f2	IBA	TF	0140110	transcription regulator activity
Ppara	ISO	TF	0140110	transcription regulator activity
Ppara	IMP	TF	0140110	transcription regulator activity
Ppara	IBA	TF	0140110	transcription regulator activity
Ppard	ISO	TF	0140110	transcription regulator activity
Ppard	IBA	TF	0140110	transcription regulator activity
Ppard	IDA	TF	0140110	transcription regulator activity
Ppard	TAS	TF	0140110	transcription regulator activity
Pparg	IDA	TF	0140110	transcription regulator activity
Pparg	ISO	TF	0140110	transcription regulator activity
Pparg	IBA	TF	0140110	transcription regulator activity
Pparg	TAS	TF	0140110	transcription regulator activity
Ppargc1a	IBA	TF	0140110	transcription regulator activity
Ppargc1a	ISO	TF	0140110	transcription regulator activity
Ppargc1a	IDA	TF	0140110	transcription regulator activity
Ppargc1a	IMP	TF	0140110	transcription regulator activity
Ppargc1a	IEA	TF	0140110	transcription regulator activity
Ppargc1b	IBA	TF	0140110	transcription regulator activity
Ppargc1b	ISO	TF	0140110	transcription regulator activity
Pprc1	IBA	TF	0140110	transcription regulator activity
Pprc1	IEA	TF	0140110	transcription regulator activity
Prdm1	IBA	TF	0140110	transcription regulator activity
Prdm1	ISO	TF	0140110	transcription regulator activity
Prdm2	ISO	TF	0140110	transcription regulator activity
Prdm2	IBA	TF	0140110	transcription regulator activity
Prdm4	IMP	TF	0140110	transcription regulator activity
Prdm4	IBA	TF	0140110	transcription regulator activity
Prdm5	IBA	TF	0140110	transcription regulator activity
Prdm5	ISO	TF	0140110	transcription regulator activity
Prdm8	IMP	TF	0140110	transcription regulator activity
Prdm16	IBA	TF	0140110	transcription regulator activity
Prdm16	IDA	TF	0140110	transcription regulator activity
Prdm16	ISO	TF	0140110	transcription regulator activity
Preb	ISS	TF	0140110	transcription regulator activity
Prkcb	ISO	TF	0140110	transcription regulator activity
Prkn	ISO	TF	0140110	transcription regulator activity
Prmt2	ISO	TF	0140110	transcription regulator activity
Prmt5	IMP	TF	0140110	transcription regulator activity
Prop1	IDA	TF	0140110	transcription regulator activity
Prop1	IBA	TF	0140110	transcription regulator activity
Prox1	NAS	TF	0140110	transcription regulator activity
Prox1	IBA	TF	0140110	transcription regulator activity
Prox1	IDA	TF	0140110	transcription regulator activity
Prox1	ISO	TF	0140110	transcription regulator activity
Prox2	IBA	TF	0140110	transcription regulator activity
Prpf6	ISO	TF	0140110	transcription regulator activity
Prrx1	IDA	TF	0140110	transcription regulator activity
Prrx1	ISO	TF	0140110	transcription regulator activity
Prrx1	IBA	TF	0140110	transcription regulator activity
Prrx2	IMP	TF	0140110	transcription regulator activity
Prrx2	IBA	TF	0140110	transcription regulator activity
Psip1	ISO	TF	0140110	transcription regulator activity
Psip1	IBA	TF	0140110	transcription regulator activity
Psmc3ip	ISO	TF	0140110	transcription regulator activity
Psmd9	ISO	TF	0140110	transcription regulator activity
Psmd9	ISS	TF	0140110	transcription regulator activity
Ptf1a	IDA	TF	0140110	transcription regulator activity
Ptf1a	IBA	TF	0140110	transcription regulator activity
Ptpn14	ISO	TF	0140110	transcription regulator activity
Pura	IDA	TF	0140110	transcription regulator activity
Pura	IBA	TF	0140110	transcription regulator activity
Purb	IDA	TF	0140110	transcription regulator activity
Purb	IBA	TF	0140110	transcription regulator activity
Purg	IBA	TF	0140110	transcription regulator activity
Pus1	IDA	TF	0140110	transcription regulator activity
Pxn	IBA	TF	0140110	transcription regulator activity
Rad54l2	IDA	TF	0140110	transcription regulator activity
Raly	IMP	TF	0140110	transcription regulator activity
Rap2c	ISO	TF	0140110	transcription regulator activity
Rara	IDA	TF	0140110	transcription regulator activity
Rara	ISO	TF	0140110	transcription regulator activity
Rara	IBA	TF	0140110	transcription regulator activity
Rarb	IDA	TF	0140110	transcription regulator activity
Rarb	IBA	TF	0140110	transcription regulator activity
Rarg	IDA	TF	0140110	transcription regulator activity
Rarg	IBA	TF	0140110	transcription regulator activity
Rarg	ISO	TF	0140110	transcription regulator activity
Rax	ISO	TF	0140110	transcription regulator activity
Rax	IBA	TF	0140110	transcription regulator activity
Rbak	IBA	TF	0140110	transcription regulator activity
Rbbp8	ISO	TF	0140110	transcription regulator activity
Rbck1	ISO	TF	0140110	transcription regulator activity
Rbfox2	ISO	TF	0140110	transcription regulator activity
Rbm14	ISO	TF	0140110	transcription regulator activity
Rbm39	IDA	TF	0140110	transcription regulator activity
Rbpj	IDA	TF	0140110	transcription regulator activity
Rbpj	ISO	TF	0140110	transcription regulator activity
Rbpj	IEA	TF	0140110	transcription regulator activity
Rbpj	IBA	TF	0140110	transcription regulator activity
Rbpjl	IDA	TF	0140110	transcription regulator activity
Rbpjl	IEA	TF	0140110	transcription regulator activity
Rbpjl	IBA	TF	0140110	transcription regulator activity
Rbpms	ISO	TF	0140110	transcription regulator activity
Rcor1	IBA	TF	0140110	transcription regulator activity
Rcor2	IBA	TF	0140110	transcription regulator activity
Rcor2	IDA	TF	0140110	transcription regulator activity
Rcor3	IBA	TF	0140110	transcription regulator activity
Rel	ISO	TF	0140110	transcription regulator activity
Rel	IDA	TF	0140110	transcription regulator activity
Rel	IBA	TF	0140110	transcription regulator activity
Rela	IDA	TF	0140110	transcription regulator activity
Rela	ISO	TF	0140110	transcription regulator activity
Rela	IMP	TF	0140110	transcription regulator activity
Rela	IBA	TF	0140110	transcription regulator activity
Relb	IMP	TF	0140110	transcription regulator activity
Relb	IEA	TF	0140110	transcription regulator activity
Relb	IBA	TF	0140110	transcription regulator activity
Rere	IDA	TF	0140110	transcription regulator activity
Rere	IBA	TF	0140110	transcription regulator activity
Rere	IMP	TF	0140110	transcription regulator activity
Rest	ISO	TF	0140110	transcription regulator activity
Rest	IEA	TF	0140110	transcription regulator activity
Rest	IBA	TF	0140110	transcription regulator activity
Rest	IDA	TF	0140110	transcription regulator activity
Rex2	IBA	TF	0140110	transcription regulator activity
Rfpl4b	IBA	TF	0140110	transcription regulator activity
Rfx1	IEA	TF	0140110	transcription regulator activity
Rfx1	IBA	TF	0140110	transcription regulator activity
Rfx2	IMP	TF	0140110	transcription regulator activity
Rfx2	ISO	TF	0140110	transcription regulator activity
Rfx2	IBA	TF	0140110	transcription regulator activity
Rfx3	IDA	TF	0140110	transcription regulator activity
Rfx3	IBA	TF	0140110	transcription regulator activity
Rfx4	ISO	TF	0140110	transcription regulator activity
Rfx4	IEA	TF	0140110	transcription regulator activity
Rfx4	IBA	TF	0140110	transcription regulator activity
Rfx5	ISO	TF	0140110	transcription regulator activity
Rfx5	IEA	TF	0140110	transcription regulator activity
Rfx5	IBA	TF	0140110	transcription regulator activity
Rfx6	ISO	TF	0140110	transcription regulator activity
Rfx6	IEA	TF	0140110	transcription regulator activity
Rfx6	IBA	TF	0140110	transcription regulator activity
Rfx7	IBA	TF	0140110	transcription regulator activity
Rfx8	IEA	TF	0140110	transcription regulator activity
Rfx8	IBA	TF	0140110	transcription regulator activity
Rfxank	ISO	TF	0140110	transcription regulator activity
Rfxap	ISO	TF	0140110	transcription regulator activity
Rhox5	IDA	TF	0140110	transcription regulator activity
Rhox5	IMP	TF	0140110	transcription regulator activity
Rhox5	IBA	TF	0140110	transcription regulator activity
Rhox10	IBA	TF	0140110	transcription regulator activity
Rhox11	IBA	TF	0140110	transcription regulator activity
Rhox13	IEA	TF	0140110	transcription regulator activity
Riox2	IGI	TF	0140110	transcription regulator activity
Rlf	IBA	TF	0140110	transcription regulator activity
Rnf20	ISO	TF	0140110	transcription regulator activity
Rora	IDA	TF	0140110	transcription regulator activity
Rora	ISO	TF	0140110	transcription regulator activity
Rora	IBA	TF	0140110	transcription regulator activity
Rorb	IDA	TF	0140110	transcription regulator activity
Rorb	ISO	TF	0140110	transcription regulator activity
Rorb	IBA	TF	0140110	transcription regulator activity
Rorc	IDA	TF	0140110	transcription regulator activity
Rorc	ISO	TF	0140110	transcription regulator activity
Rorc	IBA	TF	0140110	transcription regulator activity
Rreb1	IBA	TF	0140110	transcription regulator activity
Rreb1	ISO	TF	0140110	transcription regulator activity
Rreb1	IDA	TF	0140110	transcription regulator activity
Rrp1b	ISO	TF	0140110	transcription regulator activity
Rsf1	IBA	TF	0140110	transcription regulator activity
Rsl1	IBA	TF	0140110	transcription regulator activity
Rslcan18	IBA	TF	0140110	transcription regulator activity
Runx1	ISO	TF	0140110	transcription regulator activity
Runx1	IDA	TF	0140110	transcription regulator activity
Runx1	IBA	TF	0140110	transcription regulator activity
Runx1t1	IBA	TF	0140110	transcription regulator activity
Runx1t1	ISO	TF	0140110	transcription regulator activity
Runx2	IDA	TF	0140110	transcription regulator activity
Runx2	IMP	TF	0140110	transcription regulator activity
Runx2	TAS	TF	0140110	transcription regulator activity
Runx2	IBA	TF	0140110	transcription regulator activity
Runx3	IEA	TF	0140110	transcription regulator activity
Runx3	IBA	TF	0140110	transcription regulator activity
Runx3	IDA	TF	0140110	transcription regulator activity
Ruvbl1	ISO	TF	0140110	transcription regulator activity
Ruvbl2	ISO	TF	0140110	transcription regulator activity
Rxra	IGI	TF	0140110	transcription regulator activity
Rxra	ISO	TF	0140110	transcription regulator activity
Rxra	IBA	TF	0140110	transcription regulator activity
Rxra	IDA	TF	0140110	transcription regulator activity
Rxrb	ISO	TF	0140110	transcription regulator activity
Rxrb	IEA	TF	0140110	transcription regulator activity
Rxrb	IBA	TF	0140110	transcription regulator activity
Rxrb	IDA	TF	0140110	transcription regulator activity
Rxrg	IEA	TF	0140110	transcription regulator activity
Rxrg	IBA	TF	0140110	transcription regulator activity
Rxrg	IDA	TF	0140110	transcription regulator activity
Rybp	IBA	TF	0140110	transcription regulator activity
Rybp	IDA	TF	0140110	transcription regulator activity
Sall1	IBA	TF	0140110	transcription regulator activity
Sall1	IDA	TF	0140110	transcription regulator activity
Sall2	ISO	TF	0140110	transcription regulator activity
Sall2	IBA	TF	0140110	transcription regulator activity
Sall3	IBA	TF	0140110	transcription regulator activity
Sall4	IBA	TF	0140110	transcription regulator activity
Sap18	IBA	TF	0140110	transcription regulator activity
Sap30	IBA	TF	0140110	transcription regulator activity
Sap30	ISO	TF	0140110	transcription regulator activity
Sap30l	IBA	TF	0140110	transcription regulator activity
Satb1	IDA	TF	0140110	transcription regulator activity
Satb1	IBA	TF	0140110	transcription regulator activity
Satb1	ISO	TF	0140110	transcription regulator activity
Satb2	ISO	TF	0140110	transcription regulator activity
Satb2	IBA	TF	0140110	transcription regulator activity
Scai	IBA	TF	0140110	transcription regulator activity
Scai	IDA	TF	0140110	transcription regulator activity
Scai	ISO	TF	0140110	transcription regulator activity
Scrt1	IBA	TF	0140110	transcription regulator activity
Scrt1	ISO	TF	0140110	transcription regulator activity
Scrt2	IBA	TF	0140110	transcription regulator activity
Scx	IDA	TF	0140110	transcription regulator activity
Scx	ISO	TF	0140110	transcription regulator activity
Scx	IBA	TF	0140110	transcription regulator activity
Sdr16c5	ISO	TF	0140110	transcription regulator activity
Sertad1	IBA	TF	0140110	transcription regulator activity
Sertad2	IDA	TF	0140110	transcription regulator activity
Sertad2	IBA	TF	0140110	transcription regulator activity
Setd3	IBA	TF	0140110	transcription regulator activity
Sfmbt1	IEA	TF	0140110	transcription regulator activity
Sfmbt2	IEA	TF	0140110	transcription regulator activity
Sfr1	IBA	TF	0140110	transcription regulator activity
Sfr1	ISO	TF	0140110	transcription regulator activity
Shox2	IBA	TF	0140110	transcription regulator activity
Sim1	IEA	TF	0140110	transcription regulator activity
Sim1	IBA	TF	0140110	transcription regulator activity
Sim2	IEA	TF	0140110	transcription regulator activity
Sim2	IBA	TF	0140110	transcription regulator activity
Sin3a	ISO	TF	0140110	transcription regulator activity
Sin3a	IBA	TF	0140110	transcription regulator activity
Sin3a	IDA	TF	0140110	transcription regulator activity
Sin3a	IGI	TF	0140110	transcription regulator activity
Sin3a	IMP	TF	0140110	transcription regulator activity
Sin3b	IBA	TF	0140110	transcription regulator activity
Sin3b	IDA	TF	0140110	transcription regulator activity
Sirt1	IDA	TF	0140110	transcription regulator activity
Sirt1	IBA	TF	0140110	transcription regulator activity
Sirt1	IMP	TF	0140110	transcription regulator activity
Sirt1	ISO	TF	0140110	transcription regulator activity
Sirt6	IBA	TF	0140110	transcription regulator activity
Sirt6	IGI	TF	0140110	transcription regulator activity
Sirt7	IBA	TF	0140110	transcription regulator activity
Six1	ISO	TF	0140110	transcription regulator activity
Six1	IDA	TF	0140110	transcription regulator activity
Six1	IBA	TF	0140110	transcription regulator activity
Six2	IDA	TF	0140110	transcription regulator activity
Six2	IBA	TF	0140110	transcription regulator activity
Six3	IDA	TF	0140110	transcription regulator activity
Six3	IBA	TF	0140110	transcription regulator activity
Six4	IDA	TF	0140110	transcription regulator activity
Six4	IBA	TF	0140110	transcription regulator activity
Six5	IDA	TF	0140110	transcription regulator activity
Six5	IBA	TF	0140110	transcription regulator activity
Six6	IBA	TF	0140110	transcription regulator activity
Ski	IBA	TF	0140110	transcription regulator activity
Ski	ISO	TF	0140110	transcription regulator activity
Skil	IBA	TF	0140110	transcription regulator activity
Skil	ISO	TF	0140110	transcription regulator activity
Skor1	IBA	TF	0140110	transcription regulator activity
Skor2	IBA	TF	0140110	transcription regulator activity
Slc30a9	IBA	TF	0140110	transcription regulator activity
Slc30a9	IGI	TF	0140110	transcription regulator activity
Smad1	ISO	TF	0140110	transcription regulator activity
Smad1	IDA	TF	0140110	transcription regulator activity
Smad1	IBA	TF	0140110	transcription regulator activity
Smad2	IPI	TF	0140110	transcription regulator activity
Smad2	ISO	TF	0140110	transcription regulator activity
